id,host_yrs_experience,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,accommodates,bathrooms,bedrooms,beds,bed_type,charge_cleaning_fee,guests_included,charge_extra_people,availability_60,number_of_reviews,review_recency,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month,review_scores_rating,target_recommendation_numeric,target_recommendation
11910103,5.2,N/A,N/A,f,1,t,6,2,3,3,Real Bed,t,1,f,0,14,3.62,10,10,10,10,10,10,f,flexible,1.18,98,1,good
6591601,4.7,within a few hours,100%,t,2,f,4,2,2,2,Real Bed,t,1,t,22,13,2.86,10,10,10,10,10,10,f,moderate,0.73,98,1,good
8154377,6.2,within a few hours,100%,t,1,t,5,1,2,3,Real Bed,t,4,t,6,75,2.85,10,10,10,10,10,10,f,moderate,4.42,98,1,good
5607340,5.0,within an hour,100%,t,2,t,4,1,2,2,Real Bed,t,4,t,25,78,2.82,10,10,10,10,10,10,f,strict,3.07,98,1,good
10708502,5.8,within a day,75%,f,2,t,2,1,1,1,Real Bed,f,1,t,0,8,2.89,10,10,10,10,10,10,f,moderate,0.53,98,1,good
4637876,10.7,within an hour,100%,t,2,t,6,1,2,4,Real Bed,t,4,t,15,61,2.82,10,10,10,10,10,10,t,moderate,2.11,98,1,good
15147515,5.2,within an hour,100%,f,3,t,10,2,3,6,Real Bed,t,8,f,22,13,2.81,10,10,10,10,10,10,t,strict,1.88,98,1,good
1454412,8.4,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,2,t,38,91,2.86,10,10,10,10,10,10,f,strict,2.06,98,1,good
1313472,8.2,within a few hours,100%,f,2,f,2,1,0,1,Real Bed,t,1,f,12,14,2.91,10,10,10,10,10,10,f,strict,0.46,98,1,good
12957025,3.9,within a few hours,100%,f,2,t,6,2,2,3,Real Bed,t,1,f,11,13,2.83,10,10,10,10,10,9,f,strict,1.62,98,1,good
13941690,3.6,within a few hours,100%,t,1,f,4,1,1,1,Real Bed,t,1,f,32,16,2.84,10,10,10,10,10,10,f,flexible,1.82,98,1,good
6900076,4.7,within an hour,100%,t,1,f,2,1,1,2,Real Bed,t,2,t,34,20,2.83,10,10,10,10,10,10,f,strict,0.91,98,1,good
16114302,3.3,within an hour,100%,f,36,t,6,3,1,8,Real Bed,f,1,t,16,9,2.88,10,9,10,10,10,10,t,strict,1.79,98,1,good
15806709,4.6,within an hour,100%,f,10,t,3,1,1,3,Real Bed,t,2,t,47,8,2.82,10,9,10,9,9,10,t,flexible,1.4,98,1,good
11992657,6.8,within an hour,100%,t,15,t,6,2,3,3,Real Bed,t,3,t,19,77,2.82,10,10,10,10,9,10,f,moderate,5.89,98,1,good
7660161,5.4,within an hour,100%,t,8,t,2,2,1,1,Real Bed,t,2,t,36,116,2.84,10,10,10,10,9,10,t,strict,5.44,98,1,good
15989946,3.3,within an hour,100%,f,15,f,6,2.5,1,3,Real Bed,f,2,t,18,9,2.85,10,9,10,10,9,10,f,strict,1.94,98,1,good
14295043,9.2,within a few hours,100%,f,51,t,16,2,3,12,Real Bed,t,4,t,60,8,3.00,9,9,10,10,8,10,f,strict,0.92,98,1,good
6822879,6.3,within a few hours,100%,t,2,t,3,1,0,1,Real Bed,t,2,t,15,68,2.84,10,10,10,10,9,10,f,moderate,2.97,98,1,good
9907491,6.7,within an hour,100%,t,3,t,2,2,1,1,Real Bed,f,1,f,35,72,2.83,10,10,10,10,9,10,t,moderate,4.86,98,1,good
16365308,3.7,within an hour,100%,f,5,f,2,2,1,1,Real Bed,t,1,t,47,8,2.84,10,10,10,10,10,10,f,moderate,2.96,98,1,good
7716927,4.5,within a day,92%,f,1,f,4,2.5,2,2,Real Bed,t,4,t,52,22,2.90,10,9,10,10,10,10,f,moderate,1.12,98,1,good
5619212,9.2,within a few hours,95%,t,2,f,3,1,0,1,Real Bed,t,3,t,53,46,2.86,10,10,10,10,10,10,f,moderate,1.76,98,1,good
17420878,4.1,within an hour,100%,f,1,f,2,1,1,1,Real Bed,t,1,f,53,10,2.81,10,10,10,10,10,10,f,moderate,6.82,98,1,good
11590920,4.6,within an hour,100%,t,1,t,1,1,1,1,Real Bed,t,1,f,24,133,2.82,10,10,10,10,10,10,t,strict,9.55,98,1,good
13021922,6.5,within a few hours,100%,f,1,t,2,1,1,1,Real Bed,t,2,f,43,9,2.83,10,9,10,10,10,9,f,moderate,0.97,98,1,good
15791710,6.6,within a day,50%,t,1,t,2,1,1,1,Futon,f,1,f,20,45,2.81,10,10,10,10,10,10,f,moderate,7.89,98,1,good
11552845,4.1,N/A,N/A,t,1,t,11,2,4,8,Real Bed,t,9,f,0,26,3.38,10,10,10,10,10,10,t,strict,1.98,98,1,good
6792417,4.7,within a few hours,100%,t,1,f,5,2,2,4,Real Bed,t,4,t,1,19,3.15,10,10,10,10,10,10,f,strict,0.84,98,1,good
7695754,5.3,within a few hours,96%,t,44,t,7,2,3,3,Real Bed,t,5,t,54,23,3.00,10,10,10,10,10,10,f,strict,1.12,98,1,good
854515,7.2,within a few hours,88%,f,2,f,4,2,2,2,Real Bed,t,4,f,5,12,2.84,10,10,10,10,9,10,f,strict,0.25,98,1,good
8393022,4.6,within an hour,100%,t,3,f,2,1.5,1,1,Real Bed,t,1,t,56,18,2.88,10,10,10,10,10,10,f,strict,1.1,98,1,good
15959135,3.3,within an hour,100%,f,1,t,8,3,3,3,Real Bed,t,6,t,19,11,2.81,10,9,10,10,10,10,f,strict,3.27,98,1,good
6313954,4.8,within a day,100%,t,1,t,2,1,1,1,Real Bed,t,1,t,14,38,2.84,10,10,10,10,10,10,f,flexible,1.74,98,1,good
71504,9.1,within an hour,100%,t,3,t,2,1,1,2,Real Bed,t,1,t,19,132,2.90,10,10,10,10,10,10,f,moderate,1.74,98,1,good
492208,8.3,within an hour,100%,f,2,t,10,4,4,8,Real Bed,t,8,f,0,9,3.11,10,10,10,10,10,10,f,strict,0.17,98,1,good
9497406,6.1,within a few hours,100%,t,5,f,2,1,1,1,Real Bed,t,1,t,6,8,3.25,10,10,10,10,10,10,f,flexible,0.51,98,1,good
8120490,6.1,within a few hours,100%,t,5,f,2,1,1,1,Real Bed,t,1,t,60,12,2.94,10,10,10,10,10,10,f,moderate,0.63,98,1,good
7652820,6.2,within an hour,100%,t,2,t,6,2,3,4,Real Bed,t,1,f,1,17,2.82,10,10,10,10,10,10,t,strict,1.03,98,1,good
508326,7.8,within an hour,100%,t,2,t,2,1,1,1,Real Bed,t,1,f,41,25,2.84,10,10,10,10,10,10,f,flexible,0.61,98,1,good
14170092,3.6,within an hour,100%,t,1,t,2,1,0,1,Real Bed,t,1,f,51,16,2.81,10,10,10,10,10,10,f,strict,2.81,98,1,good
5707524,4.9,within a few hours,100%,f,1,f,2,1,0,1,Real Bed,t,1,f,37,8,3.53,10,9,10,10,10,10,t,moderate,0.4,98,1,good
1969699,6.2,within an hour,100%,t,2,t,6,2,3,4,Real Bed,t,1,f,22,23,2.83,10,10,10,10,10,10,f,strict,0.76,98,1,good
12431405,3.9,within an hour,100%,t,1,t,2,1,1,1,Real Bed,f,1,t,59,18,2.84,10,9,10,10,10,10,f,moderate,1.56,98,1,good
2105792,6.2,N/A,N/A,f,1,t,2,1,1,1,Real Bed,t,1,f,0,8,3.33,10,10,10,10,10,10,f,strict,0.22,98,1,good
17623050,7.4,within an hour,100%,f,1,f,1,1,1,1,Real Bed,f,1,t,0,9,2.82,10,10,10,10,10,10,f,flexible,5.09,98,1,good
14010903,4.4,within an hour,100%,f,3,t,3,1,1,2,Pull-out Sofa,t,2,t,38,28,2.81,10,10,10,10,10,9,t,strict,2.88,98,1,good
13280757,3.8,within an hour,100%,f,4,t,3,1,1,1,Real Bed,t,2,f,24,11,2.87,10,10,10,10,10,9,f,moderate,1.25,98,1,good
12075499,3.9,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,2,f,16,19,2.81,10,10,10,10,10,10,t,strict,1.61,98,1,good
10565708,8.7,within a day,85%,t,3,f,2,1,1,1,Real Bed,f,1,f,15,32,2.81,10,10,10,10,10,10,f,strict,2.08,98,1,good
10339185,6.6,N/A,N/A,t,1,f,3,1,1,2,Real Bed,f,1,f,0,46,3.19,10,10,10,10,10,10,f,flexible,2.9,98,1,good
8341892,4.5,within a few hours,99%,f,5,f,2,1,1,1,Real Bed,f,1,f,16,98,2.82,10,10,10,10,10,10,f,flexible,5.84,98,1,good
2521531,6.0,within a day,100%,f,1,t,2,1.5,1,1,Real Bed,t,2,f,14,10,2.85,10,10,10,10,10,10,f,moderate,0.4,98,1,good
8063598,5.1,within an hour,100%,t,36,t,12,5,4,7,Real Bed,t,10,t,51,21,2.90,10,10,10,10,10,9,f,moderate,1.21,98,1,good
12383437,3.9,N/A,N/A,t,1,t,1,1,0,1,Pull-out Sofa,t,2,t,0,26,3.33,10,9,10,10,10,10,f,flexible,2.07,98,1,good
4969358,6.8,within an hour,100%,t,1,t,4,1,1,1,Real Bed,t,2,t,43,73,2.87,10,10,10,10,10,10,f,moderate,2.6,98,1,good
4370027,5.3,N/A,N/A,f,1,t,3,1.5,1,1,Real Bed,t,1,f,0,8,3.74,10,10,10,10,10,10,f,moderate,0.34,98,1,good
12972086,3.8,within an hour,100%,t,1,t,4,2,2,2,Real Bed,t,1,f,10,33,2.90,10,10,10,10,10,10,t,strict,2.82,98,1,good
13801486,3.7,N/A,N/A,f,2,t,2,1,1,1,Real Bed,t,1,t,0,11,3.46,10,10,10,10,10,10,f,strict,1.09,98,1,good
4145582,5.4,within a day,100%,f,1,t,2,1,1,1,Real Bed,t,2,t,0,33,2.89,10,10,10,10,10,10,f,moderate,1.09,98,1,good
14761979,4.5,within an hour,100%,t,2,t,6,2,2,2,Real Bed,t,4,t,48,17,2.85,10,10,10,10,10,10,f,moderate,2.51,98,1,good
4753562,5.3,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,1,t,53,16,2.88,10,9,10,10,10,10,f,strict,1.21,98,1,good
4753431,6.9,within a few hours,100%,f,7,t,6,2.5,3,3,Real Bed,t,1,f,32,33,2.97,10,9,9,9,10,10,f,strict,1.16,98,1,good
17267237,6.0,within an hour,100%,t,12,t,9,2,2,7,Real Bed,t,4,t,29,8,2.85,10,10,10,10,10,10,t,strict,3.12,98,1,good
2757423,7.1,within a day,90%,f,1,t,2,1,1,1,Real Bed,t,1,t,42,23,2.81,10,9,10,10,10,10,f,moderate,0.63,98,1,good
16016181,5.9,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,1,f,1,21,2.81,10,10,10,10,10,10,t,strict,3.82,98,1,good
16998309,5.1,within an hour,100%,f,5,t,5,1,2,2,Real Bed,t,4,t,35,8,2.84,9,10,10,10,10,9,t,strict,2.79,98,1,good
17607191,4.4,within an hour,100%,f,1,f,2,1,1,1,Real Bed,t,1,f,33,10,2.81,10,10,10,10,10,10,t,moderate,6.67,98,1,good
6959079,4.7,within an hour,100%,t,3,t,2,1,0,1,Real Bed,t,1,f,27,60,2.84,10,10,10,10,10,10,t,strict,2.93,98,1,good
13377441,5.0,within an hour,100%,t,1,t,8,4,4,4,Real Bed,t,1,f,42,12,2.81,10,10,10,10,10,10,f,moderate,1.16,98,1,good
635158,9.0,within an hour,100%,f,2,t,2,1,1,1,Real Bed,t,1,f,60,8,3.62,10,10,10,10,10,10,f,moderate,0.14,98,1,good
10071827,4.4,within an hour,100%,t,1,t,4,1,2,2,Real Bed,t,2,t,17,37,2.82,10,10,10,10,10,10,f,strict,4.11,98,1,good
12203135,7.4,within an hour,100%,t,2,t,4,1,2,2,Real Bed,t,4,t,50,22,2.82,10,10,10,10,10,10,f,strict,1.76,98,1,good
10368589,6.0,within a few hours,100%,f,3,t,2,1,1,1,Real Bed,f,1,f,0,33,2.88,10,10,10,10,10,10,f,moderate,2.3,98,1,good
1521508,7.0,within an hour,100%,t,3,t,1,1,1,1,Real Bed,t,1,t,5,52,2.86,10,10,10,10,10,10,f,flexible,1.2,98,1,good
9390900,4.5,within an hour,100%,t,2,t,2,1,1,1,Real Bed,t,1,f,25,32,2.81,10,10,10,10,10,10,f,moderate,1.86,98,1,good
3090567,6.3,within an hour,100%,t,9,t,7,3,3,3,Real Bed,t,4,t,25,51,2.82,10,10,10,10,10,10,f,strict,1.45,98,1,good
13764130,3.6,within an hour,100%,t,1,t,6,1.5,3,4,Real Bed,t,6,t,27,40,2.83,10,10,10,10,10,10,f,moderate,3.95,98,1,good
12112174,6.0,within a few hours,100%,f,3,t,2,1,1,1,Real Bed,f,1,f,0,10,3.06,10,10,10,10,10,10,f,flexible,1.01,98,1,good
6559730,4.8,within an hour,100%,f,1,t,1,1,1,1,Real Bed,t,1,f,12,8,3.72,10,10,10,10,10,10,f,strict,0.34,98,1,good
306438,8.2,within a few hours,92%,f,9,t,4,1,2,2,Real Bed,t,1,f,59,16,3.29,10,10,10,10,10,10,f,strict,0.3,98,1,good
687590,7.5,N/A,N/A,f,1,t,3,1,1,2,Real Bed,t,2,t,0,60,3.65,10,10,10,10,10,10,f,strict,1.09,98,1,good
7547497,5.0,within an hour,100%,t,1,f,2,1,0,1,Real Bed,t,2,t,43,17,2.84,10,10,10,10,10,10,f,strict,0.83,98,1,good
15069485,8.4,within a day,100%,t,1,t,2,1,1,1,Real Bed,t,2,t,0,13,2.84,9,10,10,10,10,10,f,moderate,2,98,1,good
9134702,7.4,within an hour,100%,t,1,t,3,1,1,1,Real Bed,f,2,f,53,24,2.86,10,10,10,10,10,10,f,moderate,1.55,98,1,good
12954789,3.8,within an hour,83%,t,2,f,6,2,3,4,Real Bed,f,1,f,46,13,2.89,10,10,10,10,10,10,f,moderate,1.21,98,1,good
52871,9.4,within an hour,100%,t,1,t,6,1,1,4,Real Bed,t,2,t,20,60,2.88,10,10,10,10,10,10,f,moderate,0.8,98,1,good
6413186,4.8,within an hour,100%,f,3,f,4,1,1,1,Real Bed,t,1,f,0,12,3.27,10,10,10,10,10,10,f,flexible,0.51,98,1,good
13803488,4.6,N/A,N/A,f,1,f,3,2,2,2,Real Bed,t,1,f,0,9,3.25,10,10,10,10,10,10,t,flexible,0.91,98,1,good
2846684,6.1,within an hour,100%,t,2,t,4,2.5,2,2,Real Bed,t,1,f,48,49,2.86,10,10,10,10,10,10,f,strict,1.52,98,1,good
7225816,4.7,within a few hours,100%,t,2,t,2,1,1,1,Real Bed,t,1,t,51,19,2.95,10,10,10,10,10,10,f,strict,0.9,98,1,good
4069230,5.5,within an hour,100%,f,1,t,2,1,1,1,Real Bed,t,1,f,12,8,3.46,10,10,10,10,10,10,t,strict,0.28,98,1,good
5047396,5.1,within an hour,100%,f,1,f,2,1,1,1,Real Bed,t,2,t,40,20,2.85,10,10,10,10,10,10,f,strict,0.8,98,1,good
395221,7.9,within an hour,100%,f,2,t,3,1,1,2,Real Bed,t,2,t,15,16,3.11,10,10,10,10,10,10,f,strict,0.46,98,1,good
12067734,3.9,within an hour,100%,t,1,t,2,1,1,2,Real Bed,t,1,t,59,19,2.83,10,10,10,10,10,10,f,moderate,1.47,98,1,good
2236483,6.1,within an hour,75%,f,1,t,10,3,4,4,Real Bed,t,6,t,4,20,3.02,10,9,10,10,10,9,f,strict,0.59,98,1,good
14748244,3.9,within a few hours,100%,f,2,t,1,1,1,1,Real Bed,t,1,f,53,10,3.05,9,10,10,10,10,10,f,strict,1.29,98,1,good
17271645,5.7,within an hour,100%,t,1,t,2,1,1,1,Real Bed,f,1,f,27,19,2.81,10,9,10,10,10,10,t,flexible,8.51,98,1,good
13347417,4.1,within an hour,100%,t,3,t,3,1,1,2,Real Bed,t,2,t,49,40,2.84,10,10,10,10,10,10,t,strict,3.73,98,1,good
12932198,3.8,within an hour,100%,t,1,t,10,3,4,4,Real Bed,t,4,t,0,14,3.05,10,10,10,10,10,10,f,strict,1.25,98,1,good
5720005,4.9,within a few hours,100%,t,1,t,2,1,1,1,Real Bed,f,1,f,57,33,2.81,10,10,10,10,10,10,f,moderate,1.32,98,1,good
12360143,4.1,within an hour,100%,t,3,t,5,1,1,3,Real Bed,t,2,t,44,49,2.82,10,10,10,10,10,10,t,strict,4.2,98,1,good
16348371,6.3,within an hour,100%,t,9,t,8,2,4,4,Real Bed,t,8,t,44,26,2.82,10,10,10,10,10,10,t,strict,6.34,98,1,good
4896506,5.9,within an hour,100%,t,1,t,4,1,2,2,Real Bed,t,2,t,48,38,2.84,10,10,10,10,10,10,f,moderate,1.34,98,1,good
5058090,5.1,within an hour,100%,t,1,t,3,1,1,1,Real Bed,t,2,t,15,83,2.84,10,10,10,10,10,10,f,strict,3.51,98,1,good
4512418,7.3,within an hour,100%,t,1,f,3,1,0,2,Real Bed,t,1,f,46,109,2.82,10,10,10,10,10,10,f,strict,3.97,98,1,good
6345881,4.8,within an hour,100%,t,3,f,2,1,1,1,Real Bed,t,2,t,17,44,2.83,10,10,10,10,10,10,f,strict,2.25,98,1,good
9080582,5.4,N/A,N/A,f,1,t,3,1,1,1,Real Bed,t,2,t,0,22,3.80,10,10,10,10,9,10,f,strict,1.27,98,1,good
2701715,7.1,within an hour,100%,f,2,t,2,1,1,1,Real Bed,t,2,t,15,64,2.81,10,10,10,10,10,10,f,strict,1.74,98,1,good
8523559,4.8,within a few hours,100%,f,1,f,1,1,1,1,Real Bed,f,1,f,0,31,3.47,10,10,10,10,10,10,f,moderate,1.69,98,1,good
13727929,3.6,within an hour,100%,t,1,t,2,1,1,1,Futon,t,1,t,16,24,2.81,10,10,10,10,9,10,t,strict,2.48,98,1,good
1375509,6.7,within an hour,100%,t,2,t,3,1,1,1,Real Bed,t,2,t,15,79,2.83,10,10,10,10,9,10,f,strict,1.72,98,1,good
17735928,3.4,within an hour,100%,f,3,t,10,1.5,2,5,Real Bed,t,7,f,12,9,2.81,10,10,10,10,8,9,t,strict,6.14,98,1,good
10597035,6.6,within a few hours,100%,t,1,t,2,1.5,1,1,Futon,t,1,f,60,17,2.87,10,10,10,10,9,10,f,strict,1.81,98,1,good
1257183,6.7,within an hour,100%,t,2,t,2,1,1,1,Real Bed,t,2,f,19,179,2.81,10,10,10,10,9,10,f,strict,3.92,98,1,good
14268348,3.9,within an hour,92%,f,4,f,2,1,1,1,Real Bed,t,1,f,33,10,2.99,10,10,10,10,10,9,f,strict,1.12,98,1,good
490221,7.8,within an hour,100%,f,1,f,8,2,4,6,Real Bed,t,8,f,12,32,2.91,10,10,10,10,10,10,f,strict,0.55,98,1,good
7183259,4.9,within an hour,100%,t,3,t,5,1,1,3,Real Bed,t,4,t,19,75,2.82,10,10,10,10,10,10,t,moderate,4.77,98,1,good
12972228,4.2,within a few hours,100%,t,1,t,12,5.5,5,6,Real Bed,t,5,t,45,10,2.90,10,10,10,10,10,10,f,strict,1.06,98,1,good
8671035,6.2,within an hour,100%,f,1,t,2,1,1,2,Real Bed,t,2,t,42,13,3.12,10,10,10,10,10,10,f,moderate,0.72,98,1,good
15001135,3.4,within an hour,100%,t,1,f,3,1,1,2,Real Bed,t,1,f,24,28,2.80,10,10,10,10,10,10,f,moderate,3.7,98,1,good
3396078,5.7,within an hour,100%,f,2,t,1,1,1,1,Real Bed,t,1,t,2,8,2.81,10,10,10,10,9,10,f,moderate,0.23,98,1,good
7384592,5.0,within an hour,100%,t,1,t,3,1,1,1,Real Bed,t,3,t,42,50,2.82,10,10,10,10,10,10,f,flexible,2.31,98,1,good
892059,7.1,within a day,100%,f,1,f,1,1,1,1,Real Bed,t,1,f,14,19,2.93,10,9,10,10,10,10,f,strict,0.37,98,1,good
10115608,7.9,within a few hours,100%,f,1,t,2,1,1,1,Real Bed,t,1,f,51,13,2.85,10,10,10,10,10,10,f,strict,0.8,98,1,good
14030118,3.6,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,2,f,10,24,2.81,10,10,10,10,10,10,t,moderate,2.76,98,1,good
1774077,6.4,within an hour,100%,f,1,t,2,2,2,1,Real Bed,f,1,f,23,12,2.81,10,10,10,10,10,10,f,strict,0.29,98,1,good
578390,7.6,a few days or more,25%,f,1,f,5,1,1,2,Real Bed,f,3,t,23,10,4.64,9,10,10,10,10,10,f,strict,0.22,98,1,good
14058929,4.5,within an hour,100%,t,24,t,6,3,3,4,Real Bed,t,5,t,29,35,2.83,10,10,10,10,10,10,t,strict,3.68,98,1,good
2171504,6.1,within an hour,100%,f,1,t,2,1,1,1,Real Bed,t,1,t,26,172,2.81,10,10,10,10,10,10,f,strict,4.32,98,1,good
4174951,5.4,within a few hours,100%,t,2,t,1,1,1,1,Real Bed,t,1,t,17,33,2.96,10,10,10,10,10,10,f,moderate,1.09,98,1,good
5946238,8.4,within a few hours,100%,t,9,t,8,2,3,4,Real Bed,t,1,f,26,13,3.18,9,10,10,9,10,9,f,strict,0.57,98,1,good
4700327,5.2,within a few hours,100%,t,1,f,2,1,1,1,Real Bed,t,1,t,20,34,2.90,10,9,10,10,10,10,f,moderate,1.16,98,1,good
6601617,8.3,within a few hours,100%,t,2,t,2,1,1,1,Real Bed,t,2,t,21,12,2.99,10,10,10,10,10,10,f,flexible,0.51,98,1,good
5827710,6.4,within a few hours,97%,f,11,t,4,1,0,2,Real Bed,t,2,t,42,19,2.85,10,9,10,10,10,10,f,strict,0.83,98,1,good
2432453,6.8,within an hour,100%,t,1,t,4,1,1,2,Real Bed,t,1,t,21,125,2.81,10,10,10,10,10,10,t,moderate,3.66,98,1,good
10522158,4.2,within an hour,100%,t,5,t,3,1,0,2,Real Bed,t,2,t,55,47,2.81,10,10,10,10,10,10,f,moderate,3.29,98,1,good
7367892,4.6,within an hour,100%,t,1,t,2,1,1,1,Real Bed,f,1,f,39,68,2.82,10,10,10,10,10,10,t,moderate,3.12,98,1,good
12385669,3.9,within an hour,100%,t,1,f,5,1,2,3,Real Bed,t,2,t,24,66,2.81,10,10,10,10,10,10,f,strict,5.18,98,1,good
12516565,6.2,within a few hours,100%,f,3,t,6,2,3,4,Real Bed,t,8,t,0,20,3.25,10,10,10,10,10,10,t,strict,1.9,98,1,good
8055371,4.5,within a day,100%,t,2,t,2,1,1,1,Real Bed,t,1,t,0,42,2.90,10,10,10,10,10,10,f,strict,3.66,98,1,good
6416545,5.0,within an hour,100%,t,1,t,4,1,1,1,Real Bed,f,1,t,32,72,2.81,10,10,10,10,10,10,t,moderate,3.2,98,1,good
960062,7.0,within an hour,94%,t,2,f,2,1,1,1,Real Bed,f,1,f,8,234,2.82,10,10,10,10,10,10,f,moderate,4.66,98,1,good
10723081,4.1,within a few hours,100%,t,1,t,2,1,1,1,Pull-out Sofa,t,1,t,50,27,2.90,10,10,10,10,10,10,f,flexible,2.32,98,1,good
3884177,5.6,within a few hours,100%,f,1,t,3,1,0,2,Real Bed,t,2,t,10,166,2.84,10,10,10,10,10,10,f,strict,5.07,98,1,good
3570745,6.8,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,1,f,58,12,2.91,9,9,10,10,9,10,f,strict,0.38,98,1,good
10632724,4.8,within a day,100%,f,1,t,2,2,1,1,Real Bed,t,1,t,1,27,3.34,10,10,10,10,10,10,f,strict,1.74,98,1,good
13304953,4.6,within an hour,97%,t,1,t,4,1,1,2,Real Bed,t,1,f,17,109,2.81,10,10,10,10,10,10,t,flexible,11.47,98,1,good
16393985,8.4,within an hour,100%,f,7,t,6,1,1,2,Real Bed,f,4,t,43,11,2.81,10,9,10,10,10,10,f,flexible,3.17,98,1,good
1966898,6.4,within an hour,100%,t,1,t,1,1,1,1,Real Bed,f,1,f,55,52,2.81,10,10,10,10,10,10,f,strict,1.38,98,1,good
11180744,4.0,within a day,90%,t,1,f,2,1.5,1,1,Real Bed,f,1,f,60,34,3.27,10,10,10,10,10,10,f,flexible,2.48,98,1,good
6701250,4.7,within an hour,100%,t,1,t,2,1,1,1,Real Bed,t,1,f,0,64,3.03,10,10,10,10,10,10,f,moderate,2.8,98,1,good
11379244,4.0,N/A,N/A,t,1,f,4,1,1,1,Real Bed,t,2,t,0,18,3.52,10,10,10,10,10,10,t,moderate,1.33,98,1,good
498342,7.7,within a few hours,100%,t,1,t,2,1.5,1,1,Real Bed,t,1,t,35,53,3.64,10,10,10,10,10,10,t,moderate,1.08,98,1,good
15611785,4.6,within an hour,100%,t,2,t,4,1,1,2,Real Bed,t,1,f,15,19,2.98,10,10,10,10,10,10,t,strict,3.5,98,1,good
106052,8.8,within an hour,100%,t,1,t,2,1,,1,Real Bed,f,1,f,16,228,2.81,10,10,10,10,9,10,t,moderate,3.15,98,1,good
2332199,6.2,within a few hours,100%,t,2,t,2,1,1,1,Real Bed,t,2,t,55,16,3.06,10,10,10,10,9,10,f,strict,0.48,98,1,good
8568651,4.6,within an hour,100%,f,1,t,1,1,1,1,Real Bed,t,1,f,39,16,2.81,10,10,10,10,10,10,t,moderate,7.27,98,1,good
14530033,3.7,within a few hours,100%,t,2,f,2,1,1,1,Real Bed,t,2,f,19,19,2.80,10,10,10,10,9,10,t,strict,2.26,98,1,good
13032893,4.1,within an hour,100%,t,1,t,4,1,0,2,Real Bed,f,1,f,39,101,2.81,10,10,10,10,10,10,f,moderate,9.1,98,1,good
12319329,3.9,within a few hours,100%,t,3,f,3,1.5,1,3,Couch,t,2,t,50,13,2.92,10,10,10,10,10,10,t,strict,1.02,98,1,good
13320171,3.7,N/A,N/A,t,1,t,1,1,1,1,Real Bed,f,1,f,0,41,3.31,10,10,10,10,10,10,f,strict,3.92,98,1,good
2722835,7.3,within an hour,100%,f,1,t,2,1,1,1,Real Bed,t,2,t,0,99,2.88,10,10,10,10,10,10,t,strict,3.28,98,1,good
7402354,5.8,within an hour,100%,t,3,t,2,1,1,2,Real Bed,t,2,t,60,89,2.81,10,10,10,10,10,9,t,strict,4.11,98,1,good
16917914,3.1,within an hour,100%,t,3,t,2,1,1,1,Real Bed,t,1,t,45,23,2.81,10,10,10,10,10,10,t,moderate,8.02,98,1,good
9886729,9.4,within an hour,100%,t,2,t,4,1,2,3,Real Bed,t,2,f,15,16,3.07,10,10,10,10,9,10,t,strict,0.98,98,1,good
6729886,6.6,within a few hours,100%,t,3,t,2,1,1,1,Real Bed,t,2,t,27,11,2.93,10,10,10,10,10,10,f,strict,0.48,98,1,good
10595838,4.2,within an hour,100%,t,1,f,2,1,1,1,Real Bed,t,2,f,17,26,2.83,10,9,10,10,10,10,f,moderate,2.4,98,1,good
10610445,6.1,within a few hours,90%,t,1,t,4,1,1,2,Real Bed,f,2,t,10,46,2.87,10,10,10,10,10,10,f,moderate,3.39,98,1,good
6888991,4.7,within an hour,100%,f,1,t,2,1,2,2,Real Bed,t,1,f,52,9,3.13,10,9,10,10,10,10,t,strict,0.44,98,1,good
8518385,5.3,within a day,50%,f,1,t,3,1,1,1,Real Bed,t,2,t,58,10,3.42,10,10,10,10,9,10,f,moderate,0.54,98,1,good
16497826,3.2,within an hour,100%,t,1,t,2,1,0,1,Real Bed,t,1,f,12,35,2.81,10,10,10,10,10,10,f,strict,8.33,98,1,good
1292654,11.0,within a few hours,100%,f,1,t,2,1,1,1,Real Bed,t,1,t,37,40,2.85,10,9,10,10,10,10,f,moderate,0.9,98,1,good
9139954,6.7,within an hour,94%,t,5,t,4,1,1,2,Real Bed,t,2,t,27,76,2.82,10,10,10,10,9,10,t,strict,4.38,98,1,good
4484445,6.4,within a few hours,100%,f,1,t,2,1,0,1,Real Bed,t,2,t,18,45,2.81,10,10,10,10,10,10,f,strict,1.61,98,1,good
10179865,4.2,within an hour,100%,t,1,t,4,1,0,2,Real Bed,t,2,t,45,36,2.83,10,10,10,10,10,10,f,moderate,3.08,98,1,good
8408465,9.0,within an hour,100%,t,3,t,2,1,1,2,Futon,t,1,t,51,45,2.81,10,10,10,10,10,10,f,moderate,2.28,98,1,good
