id,host_yrs_experience,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,accommodates,bathrooms,bedrooms,beds,bed_type,charge_cleaning_fee,guests_included,charge_extra_people,availability_60,number_of_reviews,review_recency,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month,review_scores_rating,target_recommendation_numeric,target_recommendation
787973,7.6,within a few hours,100%,f,4,t,1,1,1,1,Real Bed,t,1,t,55,24,2.83,9,8,9,9,9,9,f,strict,0.46,90,0,bad
12322586,4.0,within an hour,93%,f,10,t,3,1,1,1,Real Bed,t,1,f,35,27,2.83,10,9,9,9,10,9,t,strict,2.13,90,0,bad
6413718,7.7,within an hour,100%,t,4,t,4,2,2,2,Real Bed,t,1,f,30,4,3.49,9,9,10,10,10,10,f,moderate,0.27,90,0,bad
6554317,4.7,within an hour,100%,f,3,t,2,1,1,1,Real Bed,t,1,f,49,4,2.82,9,8,6,8,9,9,t,strict,0.22,90,0,bad
15859982,5.8,within an hour,100%,f,16,t,3,1,1,1,Real Bed,t,2,t,35,21,2.81,9,9,10,10,9,9,f,strict,3.6,90,0,bad
2509611,6.6,N/A,N/A,f,1,t,2,1,1,1,Real Bed,t,2,t,59,2,4.90,9,10,10,10,10,10,f,flexible,0.06,90,0,bad
15718040,8.4,within a few hours,100%,f,3,t,5,2,1,4,Real Bed,t,2,t,3,4,2.89,10,10,10,10,10,9,f,moderate,0.76,90,0,bad
14002759,6.5,within an hour,100%,f,3,t,5,1,2,3,Real Bed,t,1,f,20,22,2.91,10,10,10,10,8,9,f,strict,2.28,90,0,bad
10035942,4.4,within a day,100%,f,3,t,5,1,2,3,Real Bed,t,1,f,48,6,3.45,9,8,9,9,8,8,f,moderate,0.43,90,0,bad
9392604,5.2,within a few hours,100%,f,2,t,1,1,1,1,Real Bed,f,1,f,16,2,2.89,10,9,10,10,9,9,f,moderate,0.4,90,0,bad
9172888,5.2,within a few hours,100%,f,7,t,3,1.5,1,1,Real Bed,t,1,t,60,4,3.45,8,9,9,10,8,9,f,strict,0.34,90,0,bad
16179778,9.5,within a few hours,100%,f,2,t,6,2,3,4,Real Bed,t,1,t,0,4,2.81,8,10,10,10,9,9,f,flexible,0.98,90,0,bad
14615383,3.5,within an hour,100%,f,1,f,5,1,2,2,Real Bed,t,2,t,59,2,2.92,9,9,10,10,9,9,t,moderate,0.38,90,0,bad
386682,7.9,within a day,100%,f,1,f,8,2,4,4,Real Bed,f,6,t,58,11,3.53,9,8,10,10,10,9,f,strict,0.18,90,0,bad
13930418,3.8,within an hour,100%,f,6,t,5,1,1,3,Real Bed,t,2,t,60,3,3.13,8,9,10,9,10,10,t,strict,0.33,90,0,bad
15501664,3.5,within a few hours,100%,f,1,f,1,1,1,1,Real Bed,f,1,f,58,2,2.81,9,9,9,9,9,9,f,strict,0.39,90,0,bad
13667099,5.3,within a day,100%,f,1,f,2,1,1,1,Real Bed,t,1,t,19,4,3.42,9,9,10,10,10,10,t,flexible,0.48,90,0,bad
16561442,7.5,within an hour,100%,f,6,t,4,2,3,2,Real Bed,t,4,t,29,2,2.97,10,10,9,10,10,10,f,strict,0.56,90,0,bad
15375212,5.7,within a day,90%,f,1,f,10,2,4,5,Real Bed,t,6,t,49,4,2.93,9,8,10,10,10,9,f,strict,0.67,90,0,bad
562621,7.6,within an hour,100%,f,1,t,5,2,3,4,Real Bed,f,1,f,60,20,2.87,9,9,10,10,9,9,f,strict,0.38,90,0,bad
8722853,7.0,within an hour,100%,f,2,t,3,1,1,2,Real Bed,t,1,t,27,13,3.50,8,9,9,10,9,9,t,moderate,1.07,90,0,bad
17192974,3.6,within an hour,100%,t,4,t,3,1,1,2,Real Bed,f,1,t,24,5,2.81,10,9,10,10,8,10,t,strict,2.46,90,0,bad
17044091,4.3,within an hour,100%,f,4,t,2,1,1,1,Real Bed,t,1,f,7,2,2.91,9,10,10,10,10,9,t,flexible,0.75,90,0,bad
2760374,8.7,within an hour,100%,f,1,t,5,1,2,2,Real Bed,t,2,t,41,9,2.84,9,9,9,9,9,9,f,moderate,0.29,90,0,bad
682209,7.5,N/A,N/A,f,1,t,6,2,3,3,Real Bed,t,1,f,0,2,5.15,9,9,10,10,9,9,f,moderate,0.04,90,0,bad
18258645,7.4,within an hour,100%,f,2,t,2,1,1,1,Real Bed,t,1,f,8,2,2.81,10,10,10,10,10,9,t,flexible,2,90,0,bad
16686971,4.1,within an hour,90%,f,1,t,2,0,1,1,Real Bed,f,1,t,41,3,2.90,10,10,9,9,10,10,t,moderate,1.45,90,0,bad
1087638,7.5,within a few hours,100%,f,2,f,6,2,3,4,Real Bed,t,2,t,48,73,2.85,9,9,10,10,9,9,f,flexible,1.53,90,0,bad
17240769,3.3,within an hour,100%,f,5,t,1,1.5,1,1,Real Bed,t,1,f,38,35,2.81,9,9,9,9,10,9,f,flexible,14.79,90,0,bad
15411110,3.4,within an hour,87%,f,5,t,2,1,1,2,Real Bed,t,1,t,60,4,2.87,10,9,10,10,10,10,f,strict,0.63,90,0,bad
10659136,4.1,within a day,90%,f,1,f,5,2,3,2,Real Bed,t,4,t,4,12,2.84,10,9,10,10,9,9,f,moderate,1.15,90,0,bad
16546897,3.1,within an hour,90%,f,1,f,3,1,1,2,Real Bed,t,1,t,1,2,2.99,10,10,10,10,10,10,f,flexible,0.75,90,0,bad
5320100,7.5,within an hour,100%,f,32,t,3,1,0,1,Real Bed,t,1,t,55,10,3.12,10,9,10,10,9,9,f,strict,0.66,90,0,bad
4848983,8.6,within a few hours,100%,f,1,t,1,1,1,1,Real Bed,t,1,t,36,5,4.52,10,10,10,10,10,10,f,strict,0.19,90,0,bad
11919616,5.1,within an hour,100%,f,15,t,6,2,2,3,Real Bed,t,1,f,54,33,2.90,9,9,9,10,10,9,t,strict,2.51,90,0,bad
7418142,7.6,within a few hours,100%,f,1,t,2,1,0,1,Real Bed,t,2,t,13,4,3.21,9,8,8,9,10,9,t,strict,0.22,90,0,bad
11694884,4.0,within an hour,100%,f,1,f,3,1,1,1,Real Bed,t,1,f,21,20,2.81,10,9,10,9,10,9,t,strict,2.14,90,0,bad
11574503,4.3,within a few hours,100%,f,14,f,4,2,2,2,Real Bed,t,1,f,60,2,3.59,10,8,9,9,10,10,f,strict,0.17,90,0,bad
236226,8.4,within a few hours,100%,f,2,t,6,2,2,2,Real Bed,t,1,f,0,1,7.14,8,8,8,10,10,,f,moderate,0.02,90,0,bad
9168964,5.9,N/A,N/A,f,1,t,2,1,1,1,Real Bed,t,1,f,0,8,3.71,10,10,10,10,10,9,t,strict,0.57,90,0,bad
4317681,6.5,within a few hours,100%,f,1,t,2,1,1,1,Real Bed,t,1,f,31,2,4.50,9,9,10,10,9,9,t,strict,0.09,90,0,bad
17891242,6.6,within an hour,100%,f,2,t,3,1,1,1,Real Bed,t,1,t,53,2,2.85,10,8,10,10,10,10,f,strict,2,90,0,bad
775097,7.8,within a few hours,96%,f,23,t,4,2,1,2,Futon,t,2,t,30,16,4.46,9,9,9,9,8,10,f,strict,0.31,90,0,bad
1944545,10.0,within an hour,98%,f,12,t,2,1,1,1,Real Bed,t,1,f,8,69,2.83,10,9,9,9,10,9,t,strict,1.68,90,0,bad
8975049,4.3,within a day,60%,f,2,t,8,3,3,3,Real Bed,t,1,f,57,2,4.05,9,9,10,9,10,9,f,strict,0.11,90,0,bad
13360023,5.2,within an hour,80%,f,1,t,4,1,1,1,Real Bed,t,1,f,5,2,2.83,9,9,10,10,9,8,f,flexible,0.21,90,0,bad
1283333,6.9,within an hour,100%,f,4,t,3,2,1,1,Real Bed,t,1,t,40,14,2.99,9,9,9,9,9,9,f,strict,0.88,90,0,bad
7699900,4.6,N/A,N/A,f,1,f,2,1,0,1,Real Bed,f,1,f,0,2,4.22,10,9,10,10,10,9,f,strict,0.11,90,0,bad
7363801,7.4,within a day,100%,f,1,t,2,1,1,1,Real Bed,t,1,f,0,11,3.40,9,9,9,10,10,9,f,flexible,0.51,90,0,bad
6442384,7.4,within an hour,100%,f,7,t,2,1,0,1,Real Bed,t,1,f,46,8,3.42,10,10,10,10,9,9,f,strict,0.36,90,0,bad
17850725,3.1,within an hour,100%,f,21,f,1,1,1,1,Real Bed,t,1,f,52,2,2.84,9,8,9,10,10,10,t,strict,2,90,0,bad
10038317,4.2,within an hour,80%,f,1,t,5,1,2,2,Real Bed,t,1,f,19,32,2.85,9,9,9,9,10,9,f,strict,1.97,90,0,bad
9511120,4.3,within a day,50%,f,1,f,2,1,1,1,Real Bed,t,1,f,60,7,3.58,10,10,10,10,9,10,f,flexible,0.46,90,0,bad
10826795,5.2,N/A,N/A,f,1,t,2,1,1,1,Real Bed,f,1,f,0,2,3.83,10,9,10,10,10,10,f,moderate,0.16,90,0,bad
6171484,6.4,within a few hours,100%,f,1,t,1,1,1,1,Real Bed,t,1,t,50,5,3.84,10,10,10,10,10,9,f,strict,0.23,90,0,bad
4086241,6.1,N/A,N/A,f,1,t,2,1,1,1,Real Bed,t,1,f,0,2,4.44,8,6,10,10,9,8,t,strict,0.09,90,0,bad
8967721,5.2,within an hour,100%,f,1,t,2,1.5,1,1,Real Bed,f,2,f,51,6,2.90,10,9,10,10,10,9,f,strict,0.36,90,0,bad
13031810,10.0,within an hour,98%,f,12,t,2,1,1,1,Real Bed,t,1,f,32,28,2.91,9,9,9,9,9,9,t,strict,2.39,90,0,bad
8592973,4.4,within an hour,90%,f,25,f,1,1.5,1,8,Real Bed,f,1,f,59,14,3.16,9,10,9,10,8,9,f,moderate,0.77,90,0,bad
9413631,4.3,within an hour,100%,f,2,t,3,1,1,1,Real Bed,t,2,t,23,23,2.86,9,9,9,9,9,9,f,flexible,1.45,90,0,bad
11157580,4.7,within an hour,100%,f,14,t,4,1,0,2,Real Bed,t,2,t,33,77,2.89,9,9,9,9,9,9,t,strict,5.36,90,0,bad
16142754,6.3,within an hour,100%,f,2,t,1,1,1,1,Real Bed,t,1,f,6,4,2.89,9,9,10,10,10,10,f,strict,0.82,90,0,bad
16827508,7.3,within an hour,88%,f,2,f,2,1,1,1,Real Bed,f,1,f,32,3,2.84,10,9,10,10,9,9,f,strict,1.13,90,0,bad
13662370,4.4,within an hour,100%,f,1,t,8,2,2,4,Real Bed,t,6,t,17,24,2.86,9,9,9,9,10,9,f,strict,2.38,90,0,bad
2087909,6.6,within a day,50%,f,1,t,3,1,1,1,Real Bed,t,1,t,32,5,2.97,10,9,10,10,9,9,f,moderate,0.14,90,0,bad
14142728,3.8,within an hour,100%,f,4,t,10,2,3,9,Real Bed,t,1,t,46,4,2.81,9,10,10,10,10,9,f,strict,0.43,90,0,bad
14919883,8.2,within a few hours,98%,f,25,t,1,2,1,1,Real Bed,f,1,f,7,4,2.84,10,9,10,10,9,10,f,flexible,0.54,90,0,bad
17122334,3.0,within an hour,100%,f,9,f,1,2.5,1,1,Real Bed,t,1,f,42,8,2.89,9,8,10,10,9,9,t,strict,2.76,90,0,bad
10319720,4.1,N/A,N/A,f,1,f,3,1,0,1,Real Bed,f,1,f,0,12,3.11,9,10,10,10,8,10,t,flexible,1.84,90,0,bad
13265626,4.8,within an hour,100%,f,3,t,4,1,1,1,Real Bed,t,1,t,16,72,2.84,9,9,10,10,9,9,t,strict,6.41,90,0,bad
8673276,4.4,within an hour,90%,f,25,f,1,1.5,1,2,Real Bed,f,1,f,59,8,3.03,10,10,10,9,8,9,f,flexible,0.61,90,0,bad
7638442,4.6,N/A,N/A,f,1,t,3,1,1,1,Real Bed,f,1,f,0,2,4.32,9,9,10,10,9,8,f,flexible,0.11,90,0,bad
13913994,6.0,N/A,N/A,f,1,f,2,1,1,1,Real Bed,f,1,f,0,2,3.54,10,10,9,10,10,9,f,flexible,0.22,90,0,bad
10308968,4.1,N/A,N/A,f,1,f,4,1,1,1,Real Bed,f,2,t,0,3,3.72,9,8,10,10,9,9,t,flexible,0.2,90,0,bad
3031263,8.6,within an hour,100%,f,14,t,10,1,2,5,Real Bed,t,4,t,0,80,2.81,9,9,9,9,9,9,t,strict,2.25,90,0,bad
10370640,6.4,within a few hours,99%,f,8,t,1,1,1,1,Real Bed,f,1,f,8,4,3.78,9,7,9,10,10,10,f,flexible,0.26,90,0,bad
666988,7.5,within a day,90%,f,1,t,2,2,1,1,Real Bed,t,1,t,0,63,2.86,9,9,9,9,8,9,f,moderate,1.12,90,0,bad
8989863,4.4,within an hour,90%,f,25,f,1,1.5,1,8,Real Bed,f,1,t,59,2,3.66,10,10,10,9,9,10,f,moderate,0.11,90,0,bad
7009883,8.2,within a few hours,98%,f,25,t,1,2,1,1,Real Bed,t,1,t,0,23,2.93,9,9,9,9,9,9,f,moderate,1.04,90,0,bad
12057003,4.7,within an hour,100%,f,1,t,4,1,0,2,Futon,t,1,f,19,6,2.82,10,10,10,10,9,9,f,flexible,4.86,90,0,bad
13992990,3.6,N/A,N/A,f,1,f,4,1,1,1,Real Bed,t,2,t,0,6,3.51,9,8,10,10,9,9,f,flexible,0.63,90,0,bad
6820285,4.7,N/A,N/A,f,7,t,4,1,2,2,Real Bed,f,1,f,0,2,4.14,8,9,9,8,9,9,f,flexible,0.11,90,0,bad
8990039,4.4,within an hour,90%,f,25,f,2,1.5,1,3,Real Bed,f,1,t,59,2,3.52,10,10,10,8,5,10,f,moderate,0.2,90,0,bad
8523936,5.9,within an hour,100%,f,16,t,4,1,0,2,Real Bed,t,1,f,48,95,2.83,9,9,10,9,9,9,t,flexible,4.97,90,0,bad
8193880,10.0,within an hour,98%,f,12,t,2,1,1,1,Real Bed,t,1,t,16,44,2.89,10,10,9,8,10,9,t,strict,2.3,90,0,bad
15029803,3.6,within an hour,100%,f,4,f,10,2,5,5,Real Bed,t,9,f,0,2,3.14,10,10,10,10,10,9,f,strict,0.32,90,0,bad
6423759,4.8,N/A,N/A,f,1,t,1,1,1,1,Real Bed,f,1,f,0,2,3.51,10,7,10,10,10,10,f,flexible,0.1,90,0,bad
9365129,7.5,N/A,N/A,f,1,t,1,1,0,1,Real Bed,t,1,f,60,10,3.56,9,9,10,10,10,9,f,flexible,0.57,90,0,bad
5695900,7.3,N/A,N/A,f,1,t,4,2,2,2,Real Bed,f,1,f,0,2,4.52,10,9,10,10,10,10,f,moderate,0.09,90,0,bad
13081963,5.2,within a few hours,100%,f,16,t,1,1,1,1,Real Bed,t,1,f,19,2,3.50,10,9,10,10,9,9,f,strict,0.19,90,0,bad
14042361,3.6,N/A,N/A,f,1,f,2,1,1,1,Real Bed,t,1,f,0,4,3.53,9,10,10,10,10,10,f,strict,0.42,90,0,bad
11193580,4.0,N/A,N/A,f,1,f,1,1,1,1,Real Bed,t,1,f,53,3,3.53,10,10,10,10,10,9,f,flexible,0.23,90,0,bad
6006129,5.2,within a few hours,100%,f,16,t,1,1,1,1,Real Bed,t,1,f,37,2,4.64,9,8,8,9,10,8,f,strict,0.08,90,0,bad
12153874,4.0,within a day,56%,f,29,f,6,2,2,4,Real Bed,t,1,f,50,2,2.90,9,8,9,7,10,9,f,strict,0.16,90,0,bad
7761523,4.9,N/A,N/A,f,1,t,3,1,1,1,Real Bed,t,1,t,0,2,4.42,9,10,8,10,10,10,f,strict,0.1,90,0,bad
15603586,6.0,within a few hours,90%,f,6,t,3,1,1,1,Real Bed,t,1,f,28,2,2.90,8,10,9,9,10,8,f,strict,1.33,90,0,bad
10426721,5.2,within a few hours,100%,f,16,t,1,1,1,1,Real Bed,t,1,f,31,2,3.58,10,9,10,10,10,9,f,strict,0.19,90,0,bad
12522329,4.4,within an hour,94%,f,25,t,3,1,1,1,Real Bed,t,1,f,11,2,3.18,10,10,10,10,10,10,t,strict,0.23,90,0,bad
14488798,3.5,a few days or more,0%,f,2,t,4,1,1,1,Real Bed,t,1,f,60,3,3.37,9,9,9,9,10,9,f,strict,0.41,90,0,bad
15548686,3.4,within an hour,100%,f,23,t,5,2,2,2,Real Bed,t,4,f,9,2,2.84,10,10,10,10,10,10,f,strict,0.37,90,0,bad
9728668,6.5,within a day,67%,f,1,t,2,1,1,1,Real Bed,t,1,f,24,2,3.15,9,10,10,9,10,10,f,flexible,0.25,90,0,bad
14031694,3.6,within a few hours,100%,f,1,t,2,1,1,1,Real Bed,f,1,f,59,6,3.02,9,9,9,9,9,9,f,strict,0.67,90,0,bad
9066091,5.3,within an hour,100%,f,28,f,10,2.5,4,5,Real Bed,t,4,t,33,27,2.84,9,9,9,9,9,9,t,strict,1.66,90,0,bad
14750638,4.7,within an hour,100%,f,2,t,1,1,1,1,Real Bed,t,1,t,60,4,3.05,10,8,10,9,10,10,f,flexible,0.51,90,0,bad
14284554,3.6,within an hour,80%,f,1,f,2,1,1,2,Real Bed,t,1,f,46,14,2.85,9,10,10,9,9,9,t,strict,1.6,91,0,bad
2203321,6.8,within an hour,100%,f,3,t,4,1,1,2,Real Bed,t,1,t,30,126,2.82,9,9,10,10,8,9,f,moderate,3.46,91,0,bad
12815173,3.8,within a few hours,100%,f,10,f,3,1,1,3,Real Bed,f,1,t,60,7,3.46,9,9,10,9,9,9,f,strict,0.59,91,0,bad
17080546,4.2,within an hour,100%,f,3,t,3,1,1,2,Real Bed,t,1,f,20,24,2.82,10,9,10,10,9,9,t,moderate,8.89,91,0,bad
13418404,3.9,within an hour,100%,f,2,t,3,1,0,1,Real Bed,t,2,t,23,16,2.87,10,10,9,10,10,9,f,moderate,1.48,91,0,bad
4070707,5.9,within an hour,100%,f,12,t,2,0,1,1,Real Bed,t,1,t,53,62,2.87,10,9,9,9,9,9,f,strict,1.97,91,0,bad
15343693,3.4,within an hour,100%,f,4,t,6,1,2,4,Real Bed,t,4,t,40,13,2.83,10,9,10,9,10,9,f,strict,5.42,91,0,bad
7989393,4.9,within an hour,87%,f,10,t,2,2,1,1,Real Bed,t,1,f,60,22,2.85,10,9,10,10,9,9,t,strict,1.06,91,0,bad
300329,8.2,within an hour,100%,f,21,f,2,8,1,2,Real Bed,f,1,t,60,9,4.33,10,10,10,10,8,9,f,flexible,0.14,91,0,bad
300311,8.2,within an hour,100%,f,21,f,1,8,1,1,Real Bed,f,1,t,60,24,4.02,9,9,10,9,8,9,f,flexible,0.38,91,0,bad
8532464,4.5,within an hour,100%,f,2,t,2,1,0,1,Real Bed,t,1,f,0,9,3.34,9,8,9,10,7,9,f,moderate,0.48,91,0,bad
11738926,4.0,within a day,70%,t,2,f,2,1,1,1,Real Bed,f,1,t,0,9,2.99,10,9,10,10,9,9,f,flexible,0.71,91,0,bad
7403319,5.3,within an hour,100%,f,4,t,3,1,1,2,Real Bed,t,1,t,44,9,3.02,9,10,10,9,10,10,t,flexible,1.93,91,0,bad
14368754,6.2,within an hour,100%,f,7,t,9,1.5,3,3,Real Bed,t,2,t,35,15,2.81,10,9,9,10,10,10,t,strict,1.79,91,0,bad
1117858,6.8,within an hour,100%,f,3,t,2,1,1,2,Real Bed,f,1,t,0,23,4.39,9,10,10,9,9,9,f,flexible,0.53,91,0,bad
4929392,5.2,within an hour,100%,f,1,t,10,3.5,5,5,Real Bed,t,1,f,30,56,2.87,10,9,10,10,10,9,f,moderate,2.01,91,0,bad
11443623,6.2,within an hour,100%,t,3,t,1,1,1,1,Real Bed,t,1,t,59,23,2.83,9,9,10,10,9,9,f,strict,1.72,91,0,bad
11606566,6.6,within an hour,100%,t,3,f,1,1,1,1,Real Bed,t,1,t,15,13,2.83,10,9,10,10,10,10,f,strict,0.93,91,0,bad
13603857,3.9,within an hour,99%,f,27,t,2,4,1,10,Real Bed,f,1,t,26,34,2.85,9,9,10,10,8,9,t,strict,3.29,91,0,bad
10274815,6.2,within an hour,100%,f,2,t,1,0,1,1,Real Bed,t,1,f,1,23,3.00,9,9,10,10,9,10,f,flexible,1.43,91,0,bad
16114354,3.3,within an hour,100%,f,36,t,6,3,1,8,Real Bed,f,1,t,29,7,2.90,9,10,10,10,9,9,t,strict,1.49,91,0,bad
16113666,3.3,within an hour,100%,f,36,t,2,3,1,8,Real Bed,f,1,t,22,27,2.85,9,9,10,9,9,9,t,strict,5.33,91,0,bad
16113415,3.3,within an hour,100%,f,36,t,6,3,1,8,Real Bed,f,1,t,29,11,2.87,9,9,10,9,9,10,t,strict,2.17,91,0,bad
4566972,5.3,within an hour,100%,f,1,t,2,1,1,1,Real Bed,t,1,t,60,19,2.80,9,9,10,10,9,9,f,flexible,0.7,91,0,bad
14387027,4.0,within a few hours,100%,f,2,f,2,1,1,2,Real Bed,f,1,f,60,7,2.85,9,9,10,10,10,9,f,flexible,0.8,91,0,bad
3667516,7.6,within a few hours,100%,f,2,t,5,2,2,3,Real Bed,t,4,t,47,11,4.30,10,10,10,10,10,9,f,strict,0.36,91,0,bad
3010416,5.8,within a day,90%,f,3,t,4,2,2,2,Real Bed,t,1,f,28,24,2.89,10,9,10,10,10,10,f,strict,0.69,91,0,bad
6706080,4.9,within a few hours,70%,f,1,t,4,1,1,2,Real Bed,f,1,t,52,91,2.85,9,9,9,10,9,9,f,flexible,4.24,91,0,bad
7071934,5.2,N/A,N/A,f,1,t,5,2,2,4,Real Bed,t,4,t,0,7,3.51,9,9,10,10,10,9,f,strict,0.33,91,0,bad
11589091,5.8,within an hour,100%,f,1,t,2,1,1,1,Real Bed,f,1,f,46,63,2.81,9,9,10,9,9,9,f,moderate,4.47,91,0,bad
4165927,6.0,within an hour,100%,f,9,f,2,2,1,1,Real Bed,t,2,f,22,33,2.85,9,9,10,10,9,9,t,strict,8.11,91,0,bad
16726298,3.1,within an hour,100%,f,2,f,2,2,1,1,Real Bed,t,1,f,60,12,2.85,10,10,9,9,9,9,f,strict,3.27,91,0,bad
2326094,6.0,within a few hours,100%,f,1,f,2,1,1,1,Real Bed,f,2,t,1,40,2.81,9,9,10,10,10,9,t,flexible,3.39,91,0,bad
848665,7.2,within a day,100%,f,1,t,2,1,1,1,Real Bed,t,1,t,20,51,3.38,10,9,10,9,10,9,f,moderate,0.96,91,0,bad
175125,8.6,within an hour,89%,f,1,t,4,1,1,1,Real Bed,f,1,f,2,8,2.92,9,8,10,9,10,9,f,flexible,0.85,91,0,bad
17015036,4.1,within an hour,100%,f,3,t,4,1,1,2,Real Bed,t,1,f,29,7,2.83,9,10,9,9,9,9,t,strict,2.39,91,0,bad
1283340,6.9,within an hour,100%,f,4,t,3,2,1,1,Real Bed,t,1,t,39,36,2.98,9,9,9,10,9,9,f,strict,0.83,91,0,bad
2332115,6.1,within an hour,100%,f,3,t,2,2,1,1,Real Bed,t,1,t,51,26,2.90,9,9,10,10,10,9,f,strict,0.68,91,0,bad
9461885,8.0,within a few hours,100%,f,3,t,2,1,1,2,Real Bed,t,1,t,0,9,3.58,8,10,10,10,10,9,f,strict,0.69,91,0,bad
12040635,8.2,within a few hours,92%,f,9,t,2,1,1,1,Real Bed,t,1,f,31,9,2.88,10,9,10,9,10,9,f,strict,0.68,91,0,bad
1563109,6.8,within an hour,100%,f,1,t,2,1,1,1,Real Bed,t,1,f,5,169,2.80,9,9,9,10,10,9,f,strict,3.85,91,0,bad
6623471,6.6,within a few hours,100%,f,4,t,11,4,5,5,Real Bed,t,8,t,34,63,3.00,9,9,9,9,9,9,f,strict,2.82,91,0,bad
5559765,5.2,within an hour,98%,f,2,t,6,4,3,4,Real Bed,t,1,f,49,21,3.39,10,10,9,10,9,9,f,strict,0.84,91,0,bad
17073813,3.0,within an hour,100%,f,1,f,5,2,2,3,Real Bed,t,3,t,48,7,2.83,9,9,9,9,9,9,f,strict,2.96,91,0,bad
6259767,4.8,within a few hours,100%,f,7,t,5,1.5,1,2,Real Bed,t,4,f,53,14,3.15,9,9,10,9,10,10,f,moderate,1.2,91,0,bad
15381099,4.2,within an hour,100%,f,2,t,1,1,1,1,Real Bed,t,1,f,59,18,2.87,10,9,10,10,10,10,f,strict,2.8,91,0,bad
3971446,5.5,within a few hours,92%,f,2,f,2,1,1,1,Real Bed,t,1,t,59,104,3.02,9,9,10,10,10,9,f,strict,3.34,91,0,bad
4351704,5.5,within a few hours,92%,f,2,f,2,1,1,1,Real Bed,t,1,t,49,113,2.87,9,9,10,10,10,9,f,strict,4.07,91,0,bad
10436466,5.3,within an hour,100%,f,5,t,2,1,0,1,Real Bed,t,1,t,37,94,2.85,10,9,10,9,10,10,f,strict,5.88,91,0,bad
2988663,8.4,within a few hours,100%,f,2,f,6,2,3,3,Real Bed,t,1,t,60,15,3.49,9,9,10,9,9,9,f,strict,0.49,91,0,bad
6702276,4.8,within a day,100%,f,1,t,2,1,1,1,Real Bed,t,1,f,14,11,3.04,10,9,10,10,10,9,f,flexible,1.01,91,0,bad
4477858,6.3,within a few hours,100%,t,4,t,2,1.5,1,1,Real Bed,t,1,t,15,35,2.89,9,9,10,10,9,9,f,moderate,1.18,91,0,bad
8761437,6.3,within a few hours,100%,f,1,t,2,1,1,1,Real Bed,t,1,t,3,7,2.95,9,9,10,9,9,9,f,flexible,0.4,91,0,bad
1172009,6.8,within a day,80%,t,3,t,2,1,1,1,Real Bed,t,1,f,4,16,3.30,10,9,10,10,10,9,f,moderate,0.39,91,0,bad
13211620,5.7,within an hour,89%,f,2,t,2,1,1,1,Real Bed,t,1,t,0,7,2.92,9,9,10,10,10,9,f,flexible,0.64,91,0,bad
14810776,6.1,within a few hours,100%,f,1,t,1,2,3,3,Real Bed,t,1,t,49,7,2.84,9,9,10,10,10,9,f,strict,0.98,91,0,bad
4631508,5.3,within an hour,97%,f,5,t,5,1,2,2,Real Bed,t,1,f,12,116,2.87,9,9,10,9,10,9,t,moderate,4.06,91,0,bad
3810839,5.5,within an hour,100%,f,1,f,2,1,1,2,Real Bed,f,1,f,45,58,2.84,9,9,9,9,10,9,f,moderate,1.85,91,0,bad
3284549,9.6,within an hour,100%,f,2,t,5,2.5,2,4,Real Bed,t,4,t,56,11,3.13,10,9,9,10,10,9,f,strict,0.37,91,0,bad
4198745,6.3,within an hour,100%,f,4,t,2,1,0,1,Real Bed,t,1,f,30,108,2.81,9,9,10,9,9,9,t,moderate,3.44,91,0,bad
8681452,5.0,within an hour,100%,f,2,t,4,2.5,2,2,Real Bed,t,1,f,60,7,3.37,10,9,10,10,10,10,f,strict,0.52,91,0,bad
17715215,3.2,within an hour,98%,f,6,f,4,4,1,2,Real Bed,t,1,f,45,7,2.82,10,9,10,10,10,9,t,flexible,5,91,0,bad
13395202,3.7,within a few hours,100%,f,1,f,16,2,4,4,Real Bed,t,8,t,26,16,3.00,10,9,10,10,9,10,f,strict,1.56,91,0,bad
6578811,4.7,within an hour,100%,f,8,t,2,1,1,1,Real Bed,t,2,f,15,112,2.85,9,9,10,10,9,9,t,strict,5.15,91,0,bad
621905,7.6,within an hour,100%,f,1,t,1,1.5,1,1,Real Bed,f,1,f,52,35,2.98,9,9,10,10,9,9,f,strict,0.66,91,0,bad
1726243,6.7,within a few hours,100%,f,8,t,1,1,0,1,Real Bed,t,1,t,17,14,3.31,10,9,10,10,10,9,f,strict,0.42,91,0,bad
9542131,9.3,N/A,N/A,f,1,t,5,2,2,2,Real Bed,t,3,t,0,7,3.46,10,9,10,10,10,9,f,flexible,0.41,91,0,bad
16933129,3.1,within an hour,100%,f,1,t,4,1,1,2,Real Bed,t,1,f,27,22,2.82,9,10,9,9,9,9,t,moderate,7.5,91,0,bad
16256105,7.0,within an hour,100%,f,5,t,4,1,1,1,Real Bed,t,2,t,39,11,2.93,9,10,10,10,9,10,f,strict,2.26,91,0,bad
6362947,4.8,within an hour,100%,f,3,t,4,1,2,2,Real Bed,t,1,f,30,57,2.84,9,9,10,9,9,9,t,strict,2.43,91,0,bad
13319038,3.7,N/A,N/A,f,1,t,2,1,1,1,Real Bed,f,1,f,0,29,3.10,9,9,10,10,9,10,t,flexible,2.66,91,0,bad
